annee_numero_de_tirage;1er_ou_2eme_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;boule_6;boule_complementaire;combinaison_gagnante_en_ordre_croissant;numero_joker;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;numero_jokerplus;devise;
2002023;1;ME;20020320;20020521;14;17;27;16;37;39;8;14-16-17-27-37-39;;0;0;9;100269,8;414;781,5;675;52,4;14973;26,2;23340;5;291655;2,5;;eur;
2002022;2;SA;20020316;20020515;31;33;26;40;3;37;18;3-26-31-33-37-40;6659070;0;0;9;15685,7;354;1365,3;1452;50,6;22869;25,3;37198;5;448139;2,5;;eur;
2002022;1;SA;20020316;20020515;12;34;39;17;40;15;44;12-15-17-34-39-40;;6;228482;11;12893,6;578;851;1057;48,4;24836;24,2;29955;5;459546;2,5;;eur;
2002021;2;ME;20020313;20020513;39;18;42;11;8;25;22;8-11-18-25-39-42;4201371;2;978494;10;9484,2;445;742,4;1038;37,8;20937;18,9;27462;4,4;346798;2,2;;eur;
2002021;1;ME;20020313;20020513;26;21;45;25;6;38;33;6-21-25-26-38-45;;1;903924;14;6785,3;287;1131,6;1132;46,2;16558;23,1;26370;4,6;322233;2,3;;eur;
2002020;2;SA;20020309;20020508;8;21;25;48;34;31;39;8-21-25-31-34-48;2502984;0;0;7;14611,3;260;1342,1;638;52,6;16610;26,3;18221;5;333604;2,5;;eur;
2002020;1;SA;20020309;20020508;22;30;38;15;25;20;48;15-20-22-25-30-38;;4;247256;6;16913,1;315;1114,4;648;47,4;18573;23,7;19609;5;337920;2,5;;eur;
2002019;2;ME;20020306;20020506;34;49;9;17;22;30;18;9-17-22-30-34-49;5410008;2;969783;5;18538,2;455;719,6;745;39,8;20172;19,9;23060;4,2;356217;2,1;;eur;
2002019;1;ME;20020306;20020506;16;3;1;33;10;32;19;1-3-10-16-32-33;;2;451634;7;13411,9;316;1022,4;970;43;18084;21,5;29989;4,2;347403;2,1;;eur;
2002018;2;SA;20020302;20020502;32;29;49;23;45;22;30;22-23-29-32-45-49;7320985;0;0;4;25259,8;243;1450,1;598;58,6;15035;29,3;20155;5,2;320106;2,6;;eur;
2002018;1;SA;20020302;20020502;10;39;1;37;40;48;29;1-10-37-39-40-48;;0;0;9;111255,1;232;1517,1;620;58;15170;29;19509;5,4;311240;2,7;;eur;
2002017;2;ME;20020227;20020429;18;4;37;42;46;23;14;4-18-23-37-42-46;6272154;6;666667;9;14623,3;722;636,1;1344;38,6;28591;19,3;34938;4,6;459309;2,3;;eur;
2002017;1;ME;20020227;20020429;43;29;45;6;32;24;25;6-24-29-32-43-45;;3;422646;4;31902,1;435;1041,1;923;45,8;24624;22,9;28759;4,8;438209;2,4;;eur;
2002016;2;SA;20020223;20020424;39;20;11;23;3;27;32;3-11-20-23-27-39;2078167;4;527122;7;14544,9;432;819,2;915;37,6;23086;18,8;23167;4;409930;2;;eur;
2002016;1;SA;20020223;20020424;3;49;17;43;11;1;2;1-3-11-17-43-49;;2;489552;8;12732,7;498;713,2;1079;33,2;26038;16,6;31801;3,6;446671;1,8;;eur;
2002015;2;ME;20020220;20020422;16;2;24;4;45;44;37;2-4-16-24-44-45;2465039;4;2250000;13;10408,6;557;842,3;1799;36,8;30156;18,4;42052;4;527624;2;;eur;
2002015;1;ME;20020220;20020422;6;46;4;19;8;42;40;4-6-8-19-42-46;;4;326397;12;11272,8;673;700,6;1183;34,4;33750;17,2;30743;3,8;577475;1,9;;eur;
2002014;2;SA;20020216;20020417;35;47;31;42;4;34;17;4-31-34-35-42-47;0011556;0;0;7;14725,7;250;1405,5;912;56,8;14890;28,4;26623;5,4;298472;2,7;;eur;
2002014;1;SA;20020216;20020417;47;21;23;7;37;46;35;7-21-23-37-46-47;;1;983514;12;8612,5;292;1208,8;921;47;18364;23,5;27337;4,6;358735;2,3;;eur;
2002013;2;ME;20020213;20020415;2;39;23;38;17;13;37;2-13-17-23-38-39;0404547;0;0;14;10866,2;485;1076,6;1248;44,2;29088;22,1;35320;4,4;555027;2,2;;eur;
2002013;1;ME;20020213;20020415;44;12;37;31;24;2;45;2-12-24-31-37-44;;2;727736;15;10144,3;859;617,2;1692;34,6;36871;17,3;41728;4,2;589782;2,1;;eur;
2002012;2;SA;20020209;20020410;9;7;3;31;4;49;6;3-4-7-9-31-49;4260600;6;347043;17;5933,1;789;444,2;2588;21,8;36986;10,9;54092;2,8;544489;1,4;;eur;
2002012;1;SA;20020209;20020410;41;4;46;31;32;43;29;4-31-32-41-43-46;;0;0;5;187550,5;177;1919,3;537;70,8;11979;35,4;17431;6,2;259012;3,1;;eur;
2002011;2;ME;20020206;20020408;2;45;12;43;38;41;30;2-12-38-41-43-45;7961282;1;1887047;6;15233,9;274;1146,6;556;50,2;15688;25,1;18188;5;305647;2,5;;eur;
2002011;1;ME;20020206;20020408;33;18;14;10;7;3;36;3-7-10-14-18-33;;1;875145;12;7655,8;703;454,7;1304;24;32345;12;30388;3;475615;1,5;;eur;
2002010;2;SA;20020202;20020403;47;19;4;10;30;44;36;4-10-19-30-44-47;2172289;1;2106273;13;7892;498;717;794;38;23144;19;22468;4,2;394609;2,1;;eur;
2002010;1;SA;20020202;20020403;48;14;5;45;6;29;42;5-6-14-29-45-48;;0;0;3;306568,6;324;1085,1;730;46,6;18702;23,3;23011;4,6;368904;2,3;;eur;
2002009;2;ME;20020130;20020402;14;10;26;21;19;40;37;10-14-19-21-26-40;5689426;1;8000000;17;8013;528;891,2;1326;39,8;28781;19,9;32916;4,2;515843;2,1;;eur;
2002009;1;ME;20020130;20020402;25;5;46;22;21;1;33;1-5-21-22-25-46;;1;1292019;10;13595,5;500;939;1326;39;29328;19,5;38958;4;531997;2;;eur;
2002008;2;SA;20020126;20020327;18;24;7;41;27;47;44;7-18-24-27-41-47;1113775;3;675726;13;7551,4;381;889,8;1077;37,4;21873;18,7;26842;4;393694;2;;eur;
2002008;1;SA;20020126;20020327;23;40;33;10;14;3;4;3-10-14-23-33-40;;2;471007;5;19306,9;277;1209,6;786;48;17160;24;25090;4,6;339681;2,3;;eur;
2002007;2;ME;20020123;20020325;34;44;4;43;45;3;9;3-4-34-43-44-45;7036934;1;1791115;7;12428,8;235;1264,4;640;62,8;11458;31,4;20967;5,6;240028;2,8;;eur;
2002007;1;ME;20020123;20020325;5;32;19;45;34;13;36;5-13-19-32-34-45;;0;0;11;77892,7;416;729,2;961;35,8;20354;17,9;25573;4;346739;2;;eur;
2002006;2;SA;20020119;20020320;29;1;27;45;17;40;21;1-17-27-29-40-45;7385670;1;2040830;4;24226,6;295;1152,1;680;52,2;16140;26,1;22834;5;324976;2,5;;eur;
2002006;1;SA;20020119;20020320;46;3;17;44;25;37;2;3-17-25-37-44-46;;4;239680;6;16417,8;411;837,7;661;41,2;20842;20,6;21105;4,6;348808;2,3;;eur;
2002005;2;ME;20020116;20020318;35;26;18;14;17;42;5;14-17-18-26-35-42;2952852;1;4000000;10;10140,2;425;827,8;1108;40,8;20639;20,4;29694;4,4;363370;2,2;;eur;
2002005;1;ME;20020116;20020318;13;26;48;41;30;29;37;13-26-29-30-41-48;;0;0;10;98497,6;316;1100,2;759;49,2;17390;24,6;22749;5,2;317028;2,6;;eur;
2002004;2;SA;20020112;20020313;20;29;31;48;17;34;16;17-20-29-31-34-48;9251858;1;2042442;4;24245,2;296;1149,2;649;54;15630;27;19827;5,6;289636;2,8;;eur;
2002004;1;SA;20020112;20020313;42;12;3;45;26;47;2;3-12-26-42-45-47;;2;477290;7;14179,4;373;919,8;747;41,4;20500;20,7;23429;4,2;375275;2,1;;eur;
2002003;2;ME;20020109;20020311;21;10;44;7;5;36;22;5-7-10-21-36-44;1615178;1;1710264;12;6937,5;436;664,1;1072;31,4;22055;15,7;28850;3,6;372403;1,8;;eur;
2002003;1;ME;20020109;20020311;8;12;48;19;2;45;46;2-8-12-19-45-48;;2;399951;5;16487,4;528;548,4;786;28,6;25025;14,3;20241;3,4;391948;1,7;;eur;
2002002;2;SA;20020105;20020306;3;19;27;16;24;14;26;3-14-16-19-24-27;1385038;2;13169095;8;106445;617;4840;1389;228;31569;114;35632;24;546410;12;;frf;
2002002;1;SA;20020105;20020306;9;34;13;25;7;45;28;7-9-13-25-34-45;;6;1381180;30;28735;1009;2960;2354;162;43628;81;51867;20;651231;10;;frf;
2002001;2;ME;20020102;20020304;9;16;34;17;36;3;33;3-9-16-17-34-36;5407256;0;0;10;60655;289;7195;683;292;17726;146;22911;28;347716;14;;frf;
2002001;1;ME;20020102;20020304;5;39;7;28;18;43;24;5-7-18-28-39-43;;2;2914765;9;67370;342;6115;985;276;18151;138;27300;28;341419;14;;frf;
2001104;2;SA;20011229;20020227;17;40;28;37;44;30;15;17-28-30-37-40-44;1673223;2;22976660;15;94550;608;7980;1591;354;33710;177;49611;34;651306;17;;frf;
2001104;1;SA;20011229;20020227;37;24;44;35;46;12;17;12-24-35-37-44-46;;5;2732010;18;78830;983;5030;2615;242;48701;121;65445;28;755032;14;;frf;
2001103;2;ME;20011226;20020225;40;1;36;41;28;26;25;1-26-28-36-40-41;1230039;0;0;4;147495;157;12960;511;460;10999;230;16876;38;251431;19;;frf;
2001103;1;ME;20011226;20020225;8;7;37;34;44;28;32;7-8-28-34-37-44;;0;0;5;1130945;262;7865;651;336;15151;168;21472;30;313291;15;;frf;
2001102;2;SA;20011222;20020220;31;36;38;22;2;4;40;2-4-22-31-36-38;7896181;1;45959985;10;117265;484;8365;1615;320;30702;160;45418;30;611003;15;;frf;
2001102;1;SA;20011222;20020220;13;21;36;23;16;5;43;5-13-16-21-23-36;;1;11211520;32;37200;846;4885;2238;232;42314;116;53452;26;739854;13;;frf;
2001101;2;ME;20011219;20020218;49;20;35;16;47;25;36;16-20-25-35-47-49;9354780;2;6307995;5;120620;201;10315;561;376;13830;188;18003;34;286144;17;;frf;
2001101;1;ME;20011219;20020218;48;1;5;9;24;27;29;1-5-9-24-27-48;;1;5828175;14;43740;726;2930;1202;172;30223;86;28819;20;466324;10;;frf;
2001100;2;SA;20011215;20020213;16;14;11;40;27;4;47;4-11-14-16-27-40;2367073;2;7146950;6;114240;427;5620;975;250;23395;125;26149;26;421401;13;;frf;
2001100;1;SA;20011215;20020213;26;21;45;24;2;35;1;2-21-24-26-35-45;;0;0;6;1086565;317;7485;634;338;17536;169;21471;32;347087;16;;frf;
2001099;2;ME;20011212;20020211;5;35;44;17;37;23;15;5-17-23-35-37-44;3480533;2;13141840;20;43225;737;4075;1552;240;29868;120;37794;28;474616;14;;frf;
2001099;1;ME;20011212;20020211;28;2;19;43;41;23;22;2-19-23-28-41-43;;2;4134765;9;95730;431;6875;969;324;22491;162;28782;32;428452;16;;frf;
2001098;2;SA;20011208;20020206;42;17;34;14;48;10;3;10-14-17-34-42-48;0966999;0;0;13;53645;411;5860;1013;304;19047;152;28016;32;341171;16;;frf;
2001098;1;SA;20011208;20020206;45;9;41;6;39;20;5;6-9-20-39-41-45;;1;6632965;9;77375;375;6400;981;296;19692;148;28554;30;352080;15;;frf;
2001097;2;ME;20011205;20020204;35;36;19;28;7;15;10;7-15-19-28-35-36;7585493;2;19699625;12;65585;485;5620;1279;254;25948;127;38875;26;475561;13;;frf;
2001097;1;ME;20011205;20020204;8;37;49;29;24;35;14;8-24-29-35-37-49;;0;0;11;692670;334;8045;976;322;20491;161;28205;32;392241;16;;frf;
2001096;2;SA;20011201;20020130;19;1;25;20;22;39;48;1-19-20-22-25-39;4769239;0;0;7;138875;524;6510;1086;288;29403;144;33922;30;547345;15;;frf;
2001096;1;SA;20011201;20020130;38;39;26;41;45;36;20;26-36-38-39-41-45;;0;0;10;943885;520;6555;951;336;25112;168;27643;36;446868;18;;frf;
2001095;2;ME;20011128;20020128;36;25;31;29;32;37;17;25-29-31-32-36-37;5631194;2;6124665;4;145250;227;8900;692;366;13519;183;21100;36;252683;18;;frf;
2001095;1;ME;20011128;20020128;23;21;7;11;31;27;29;7-11-21-23-27-31;;4;1432880;20;29805;589;3510;1428;174;28361;87;32225;20;441324;10;;frf;
2001094;2;SA;20011124;20020123;24;16;27;1;37;25;13;1-16-24-25-27-37;0356707;0;0;9;89175;304;8995;1462;308;20990;154;42843;28;426910;14;;frf;
2001094;1;SA;20011124;20020123;41;27;9;8;32;10;39;8-9-10-27-32-41;;2;3851990;3;257990;367;7495;881;294;23304;147;25367;28;456187;14;;frf;
2001093;2;ME;20011121;20020121;33;47;16;42;37;35;41;16-33-35-37-42-47;0143573;0;0;5;117960;309;6645;702;322;15646;161;18231;34;275975;17;;frf;
2001093;1;ME;20011121;20020121;35;4;5;49;3;2;46;2-3-4-5-35-49;;2;2870735;1;562490;313;6560;505;230;22754;115;17275;28;339584;14;;frf;
2001092;2;SA;20011117;20020116;28;36;31;34;7;2;40;2-7-28-31-34-36;3106809;4;3461440;7;95505;465;5015;772;262;21845;131;21778;28;384546;14;;frf;
2001092;1;SA;20011117;20020116;4;6;10;39;31;21;23;4-6-10-21-31-39;;2;3214700;6;110545;364;6335;974;274;20517;137;29062;28;373234;14;;frf;
2001091;2;ME;20011114;20020114;6;44;9;45;37;41;27;6-9-37-41-44-45;8859792;2;13137290;10;86145;342;8590;1032;338;21344;169;33309;32;431321;16;;frf;
2001091;1;ME;20011114;20020114;5;45;34;31;28;37;3;5-28-31-34-37-45;;0;0;5;1582930;543;5505;1046;282;25944;141;30945;32;440896;16;;frf;
2001090;2;SA;20011110;20020109;1;27;18;26;16;14;24;1-14-16-18-26-27;1139590;1;13788675;10;67085;365;6330;1088;262;21264;131;28606;26;395474;13;;frf;
2001090;1;SA;20011110;20020109;34;41;11;44;5;47;28;5-11-34-41-44-47;;1;6389755;6;110785;264;8660;915;342;16154;171;24888;34;317706;17;;frf;
2001089;2;ME;20011107;20020107;19;32;40;20;37;28;9;19-20-28-32-37-40;0846271;0;0;9;93355;375;7670;938;354;19885;177;30469;36;375147;18;;frf;
2001089;1;ME;20011107;20020107;31;24;22;46;35;37;29;22-24-31-35-37-46;;4;2029050;10;84045;805;3640;1050;278;25701;139;28142;32;406211;16;;frf;
2001088;2;SA;20011103;20020102;8;25;36;12;22;6;42;6-8-12-22-25-36;3811703;1;13554135;16;41310;586;3920;1448;188;29257;94;33438;22;473069;11;;frf;
2001088;1;SA;20011103;20020102;5;10;9;30;42;28;36;5-9-10-28-30-42;;3;2120765;10;65945;646;3555;1110;198;28204;99;27127;24;455485;12;;frf;
2001087;2;ME;20011031;20011231;11;28;32;40;38;24;34;11-24-28-32-38-40;6957814;3;15327100;7;150005;576;6415;1198;294;31049;147;35591;32;541362;16;;frf;
2001087;1;ME;20011031;20011231;45;9;25;29;47;15;49;9-15-25-29-45-47;;0;0;22;482085;586;6310;1984;270;32517;135;50736;28;601605;14;;frf;
2001086;2;SA;20011027;20011226;6;2;27;46;10;9;4;2-6-9-10-27-46;6905411;3;4506475;24;27390;888;2565;2766;146;35649;73;56939;20;494213;10;;frf;
2001086;1;SA;20011027;20011226;37;32;28;6;26;34;2;6-26-28-32-34-37;;1;6229345;6;108100;362;6225;775;300;18377;150;23511;32;316900;16;;frf;
2001085;2;ME;20011024;20011224;34;1;45;39;35;12;32;1-12-34-35-39-45;1273736;2;6052700;0;0;292;8895;460;300;16953;150;17546;36;262208;18;;frf;
2001085;1;ME;20011024;20011224;15;35;6;4;11;9;13;4-6-9-11-15-35;;3;1886280;34;17430;801;2550;2522;144;32276;72;49685;18;451189;9;;frf;
2001084;2;SA;20011020;20011219;35;24;3;38;23;10;12;3-10-23-24-35-38;7884699;3;4513590;9;72740;284;7880;1118;298;17865;149;33939;30;333486;15;;frf;
2001084;1;SA;20011020;20011219;44;36;30;24;23;40;11;23-24-30-36-40-44;;0;0;6;1031395;211;10520;754;374;14578;187;25475;34;292041;17;;frf;
2001083;2;ME;20011017;20011217;8;17;26;35;44;21;27;8-17-21-26-35-44;6788918;38;323205;23;25850;2842;720;695;252;20122;126;20211;30;311496;15;;frf;
2001083;1;ME;20011017;20011217;43;12;4;9;18;10;40;4-9-10-12-18-43;;2;2842130;13;45545;694;2965;1035;156;32363;78;25220;20;482467;10;;frf;
2001082;2;SA;20011013;20011212;37;2;36;28;33;6;49;2-6-28-33-36-37;3771234;1;13756745;6;110540;303;7560;762;344;16375;172;24690;32;328342;16;;frf;
2001082;1;SA;20011013;20011212;1;30;21;12;20;48;10;1-12-20-21-30-48;;1;6375060;18;37295;399;5800;1934;250;20599;125;47845;26;355805;13;;frf;
2001081;2;ME;20011010;20011210;17;38;1;48;23;7;46;1-7-17-23-38-48;4627272;4;6574245;9;89950;529;5320;1153;254;26946;127;31734;26;487428;13;;frf;
2001081;1;ME;20011010;20011210;19;14;26;16;22;45;24;14-16-19-22-26-45;;0;0;14;566185;439;6360;1252;258;26220;129;33135;28;465858;14;;frf;
2001080;2;SA;20011006;20011205;6;20;27;39;4;33;37;4-6-20-27-33-39;4233686;3;4534740;4;160495;368;6165;572;296;19282;148;19380;30;347434;15;;frf;
2001080;1;SA;20011006;20011205;41;38;36;30;27;45;39;27-30-36-38-41-45;;0;0;5;1226975;300;7505;743;352;15652;176;23170;34;296018;17;;frf;
2001079;2;ME;20011003;20011203;5;49;12;22;10;30;4;5-10-12-22-30-49;9890729;2;6000280;15;38850;648;3125;1657;170;28064;85;38828;20;427768;10;;frf;
2001079;1;ME;20011003;20011203;44;32;33;42;43;29;17;29-32-33-42-43-44;;0;0;2;2554495;325;6165;420;428;11639;214;16037;42;219840;21;;frf;
2001078;2;SA;20010929;20011128;48;14;23;38;39;34;32;14-23-34-38-39-48;4644935;3;13135925;10;85415;287;10105;894;396;18041;198;29677;36;367408;18;;frf;
2001078;1;SA;20010929;20011128;27;49;22;3;18;26;39;3-18-22-26-27-49;;0;0;5;1570150;480;6145;935;254;28900;127;27878;26;522987;13;;frf;
2001077;2;ME;20010926;20011126;1;26;10;41;30;21;18;1-10-21-26-30-41;4990165;3;3941665;6;95190;482;4130;889;264;18124;132;24997;30;304759;15;;frf;
2001077;1;ME;20010926;20011126;39;19;45;30;35;33;46;19-30-33-35-39-45;;0;0;6;910730;245;7975;421;350;14156;175;14708;38;250969;19;;frf;
2001076;2;SA;20010922;20011121;39;16;17;37;27;40;20;16-17-27-37-39-40;1819565;0;0;9;93725;291;9855;773;400;17868;200;23702;38;362849;19;;frf;
2001076;1;SA;20010922;20011121;38;40;24;35;48;27;19;24-27-35-38-40-48;;4;2037110;3;270925;362;7970;1081;342;20541;171;29897;34;386118;17;;frf;
2001075;2;ME;20010919;20011119;37;10;31;13;32;29;2;10-13-29-31-32-37;4199205;1;11719165;4;139655;204;9490;607;344;13935;172;19704;32;279504;16;;frf;
2001075;1;ME;20010919;20011119;12;6;35;42;34;3;10;3-6-12-34-35-42;;0;0;13;434815;305;6430;939;268;17575;134;27668;28;322650;14;;frf;
2001074;2;SA;20010915;20011114;46;37;47;22;6;45;44;6-22-37-45-46-47;9039975;0;0;6;104810;187;11450;620;390;13618;195;27323;34;284428;17;;frf;
2001074;1;SA;20010915;20011114;22;30;48;13;20;17;36;13-17-20-22-30-48;;0;0;9;681400;366;5970;868;266;20045;133;23750;30;344957;15;;frf;
2001073;2;ME;20010912;20011112;46;47;15;30;43;3;31;3-15-30-43-46-47;4924659;0;0;4;140945;214;9145;529;380;12866;190;16477;36;263101;18;;frf;
2001073;1;ME;20010912;20011112;34;35;13;23;12;14;7;12-13-14-23-34-35;;2;2766085;8;71865;329;6035;983;312;14937;156;33768;30;286629;15;;frf;
2001072;2;SA;20010908;20011107;45;49;44;9;16;25;6;9-16-25-44-45-49;6749465;0;0;9;73350;332;6830;1058;264;20836;132;30020;26;386593;13;;frf;
2001072;1;SA;20010908;20011107;15;25;2;48;38;6;1;2-6-15-25-38-48;;0;0;13;500585;325;6975;857;314;17521;157;27054;30;336828;15;;frf;
2001071;2;ME;20010905;20011105;15;7;31;11;27;1;41;1-7-11-15-27-31;1663875;11;2385995;14;60365;1135;2590;1295;160;45456;80;33996;20;669769;10;;frf;
2001071;1;ME;20010905;20011105;48;39;19;47;23;40;14;19-23-39-40-47-48;;0;0;4;1905740;293;9790;827;384;18562;192;25024;36;373270;18;;frf;
2001070;2;SA;20010901;20011031;2;43;20;27;3;45;17;2-3-20-27-43-45;5202330;2;6554920;5;125155;235;9195;779;326;16299;163;23945;30;325145;15;;frf;
2001070;1;SA;20010901;20011031;32;31;16;36;30;41;33;16-30-31-32-36-41;;0;0;8;765450;164;13070;835;424;12060;212;22229;40;239453;20;;frf;
2001069;2;ME;20010829;20011029;31;48;23;15;37;19;10;15-19-23-31-37-48;8372356;3;3910380;20;28505;485;4075;924;262;18021;131;22713;30;290923;15;;frf;
2001069;1;ME;20010829;20011029;30;35;27;39;8;28;13;8-27-28-30-35-39;;3;1825085;8;70890;261;7440;884;360;12665;180;26748;32;258757;16;;frf;
2001068;2;SA;20010825;20011024;36;34;7;29;31;18;44;7-18-29-31-34-36;8051872;1;13026000;9;70380;356;6140;802;298;17952;149;21392;30;338781;15;;frf;
2001068;1;SA;20010825;20011024;25;36;4;1;47;22;42;1-4-22-25-36-47;;3;2037845;7;90420;392;5600;886;272;19661;136;23403;28;356022;14;;frf;
2001067;2;ME;20010822;20011022;18;19;36;13;6;11;16;6-11-13-18-19-36;8359854;2;19701285;13;67640;811;3775;1836;184;39835;92;44138;22;642997;11;;frf;
2001067;1;ME;20010822;20011022;15;9;24;25;36;21;16;9-15-21-24-25-36;;0;0;6;1357465;461;6560;1033;280;26702;140;35118;28;509278;14;;frf;
2001066;2;SA;20010818;20011017;21;19;24;27;2;29;16;2-19-21-24-27-29;5060892;2;6292180;13;46970;368;5730;1130;238;21136;119;27630;26;360721;13;;frf;
2001066;1;SA;20010818;20011017;46;6;25;32;7;4;16;4-6-7-25-32-46;;1;5813690;14;43630;402;5270;1009;242;21035;121;30824;26;374758;13;;frf;
2001065;2;ME;20010815;20011015;32;3;49;22;29;14;33;3-14-22-29-32-49;5770915;2;5461125;2;254770;225;8025;528;334;13471;167;16950;32;265201;16;;frf;
2001065;1;ME;20010815;20011015;34;39;37;36;19;42;18;19-34-36-37-39-42;;0;0;6;846185;222;8130;499;324;13962;162;15848;36;230504;18;;frf;
2001064;2;SA;20010811;20011010;27;34;10;37;45;39;35;10-27-34-37-39-45;0864375;1;26253985;2;370490;259;10140;653;378;17436;189;23692;34;355893;17;;frf;
2001064;1;SA;20010811;20011010;6;43;45;41;10;28;3;6-10-28-41-43-45;;0;0;14;542110;344;7695;1113;316;20213;158;32205;30;394849;15;;frf;
2001063;2;ME;20010808;20011008;18;6;27;38;49;46;21;6-18-27-38-46-49;9288555;4;2900940;3;181695;304;6355;748;282;16791;141;22442;30;296700;15;;frf;
2001063;1;ME;20010808;20011008;15;7;13;20;24;27;6;7-13-15-20-24-27;;4;1354675;25;22595;631;3095;1810;160;28537;80;39774;20;433674;10;;frf;
2001062;2;SA;20010804;20011003;46;23;1;36;15;22;13;1-15-22-23-36-46;5009135;0;0;12;52175;243;8765;875;318;16329;159;26754;30;319183;15;;frf;
2001062;1;SA;20010804;20011003;30;10;32;49;42;29;41;10-29-30-32-42-49;;0;0;7;857530;224;9490;522;386;13843;193;15847;36;283660;18;;frf;
2001061;2;ME;20010801;20011001;4;6;19;13;30;33;22;4-6-13-19-30-33;5321898;2;5765475;23;24435;525;3705;1410;186;24563;93;33318;22;390725;11;;frf;
2001061;1;ME;20010801;20011001;23;40;20;9;19;18;47;9-18-19-20-23-40;;0;0;3;1700825;314;6135;566;264;18280;132;18579;28;334897;14;;frf;
2001060;2;SA;20010728;20010926;10;20;39;2;5;22;17;2-5-10-20-22-39;9057357;0;0;11;77145;633;4670;1611;238;29487;119;41336;26;503013;13;;frf;
2001060;1;SA;20010728;20010926;35;15;23;6;20;39;30;6-15-20-23-35-39;;5;1639590;5;165520;388;7490;917;328;21916;164;28370;32;415247;16;;frf;
2001059;2;ME;20010725;20010924;7;44;2;17;15;27;40;2-7-15-17-27-44;1403926;0;0;7;79430;448;4325;685;206;23433;103;19141;24;387160;12;;frf;
2001059;1;ME;20010725;20010924;14;2;6;37;1;16;25;1-2-6-14-16-37;;0;0;2;2452895;308;6225;857;260;17866;130;25106;26;330087;13;;frf;
2001058;2;SA;20010721;20010919;37;3;43;47;23;25;40;3-23-25-37-43-47;8528659;1;12799025;7;88840;398;5425;648;272;19661;136;18708;30;328728;15;;frf;
2001058;1;SA;20010721;20010919;9;10;41;29;3;17;6;3-9-10-17-29-41;;2;2991470;15;41590;487;4450;1571;212;23766;106;40367;24;395489;12;;frf;
2001057;2;ME;20010718;20010917;40;48;17;29;23;5;36;5-17-23-29-40-48;9240603;0;0;21;27205;348;5650;1231;294;15286;147;22747;32;282000;16;;frf;
2001057;1;ME;20010718;20010917;25;9;21;13;29;43;42;9-13-21-25-29-43;;3;1828185;5;112510;479;4130;748;214;22842;107;21827;24;372653;12;;frf;
2001056;2;SA;20010714;20010912;39;31;41;36;22;47;28;22-31-36-39-41-47;7638613;1;11298805;6;91415;185;10070;595;430;10551;215;15867;42;207960;21;;frf;
2001056;1;SA;20010714;20010912;40;41;16;44;3;45;5;3-16-40-41-44-45;;1;5243755;5;108890;146;12695;458;342;13802;171;15938;38;225186;19;;frf;
2001055;2;ME;20010711;20010910;29;49;23;16;22;25;7;16-22-23-25-29-49;0783401;1;11559990;10;56220;259;7430;1008;304;14905;152;31986;30;283134;15;;frf;
2001055;1;ME;20010711;20010910;49;12;17;47;46;43;27;12-17-43-46-47-49;;0;0;3;1710245;254;7570;698;290;16381;145;22377;30;291774;15;;frf;
2001054;2;SA;20010707;20010905;46;21;44;6;38;17;30;6-17-21-38-44-46;5623826;0;0;6;106175;393;5650;704;304;17937;152;19982;32;319340;16;;frf;
2001054;1;SA;20010707;20010905;34;39;9;27;35;22;41;9-22-27-34-35-39;;1;6114300;13;49420;251;8710;816;322;16593;161;21319;32;324261;16;;frf;
2001053;2;ME;20010704;20010903;19;36;4;5;23;13;20;4-5-13-19-23-36;2040437;1;45042395;14;48970;505;4720;1285;210;27349;105;34049;22;474896;11;;frf;
2001053;1;ME;20010704;20010903;44;4;26;3;9;12;25;3-4-9-12-26-44;;3;2201570;18;38140;795;3000;1589;160;36153;80;38230;20;533054;10;;frf;
2001052;2;SA;20010630;20010829;16;49;25;20;14;9;32;9-14-16-20-25-49;1739963;2;22523595;8;96380;452;5905;1111;248;26305;124;29181;26;465655;13;;frf;
2001052;1;SA;20010630;20010829;30;27;23;11;35;36;33;11-23-27-30-35-36;;1;7344910;4;187515;467;5725;990;276;23675;138;27784;30;419535;15;;frf;
2001051;2;ME;20010627;20010827;38;37;45;21;31;46;4;21-31-37-38-45-46;3670321;0;0;3;224275;218;10820;598;446;13149;223;20213;40;281319;20;;frf;
2001051;1;ME;20010627;20010827;14;43;49;12;5;18;46;5-12-14-18-43-49;;3;2238170;6;114760;425;5670;1038;238;24639;119;27111;26;444478;13;;frf;
2001050;2;SA;20010623;20010822;32;27;9;4;22;38;37;4-9-22-27-32-38;4597490;1;12871305;4;152960;294;7295;558;302;17917;151;17499;30;349766;15;;frf;
2001050;1;SA;20010623;20010822;4;11;12;10;41;35;47;4-10-11-12-35-41;;0;0;3;1885015;305;7040;791;272;19501;136;23634;26;375391;13;;frf;
